pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
CAL	ARI	LG4	36001	37000	0.0038205745012027	936	216	56536	3560
CAL	AUR	LG4	36001	37000	0.005177993527508	936	288	55620	4476
CLV	ARI	LG4	36001	37000	0.0341754051477597	936	1434	41960	3112
CLV	AUR	LG4	36001	37000	0.036316095293434	936	1500	41304	3768
ARI	AUR	LG4	36001	37000	0.0047883064516129	936	266	55552	4544
PUN-R	CAL	LG4	36001	37000	0.0036715426306894	936	252	68636	6484
PUN-R	CLV	LG4	36001	37000	0.0364358147944344	936	1854	50884	5456
PUN-R	ARI	LG4	36001	37000	0.0047566242558655	936	326	68536	6584
PUN-R	AUR	LG4	36001	37000	0.0053368121442125	936	360	67456	7664
GRA	CAL	LG4	36001	37000	0.0113418870064506	936	640	56428	3668
GRA	CLV	LG4	36001	37000	0.0398471094123268	936	1668	41860	3212
GRA	ARI	LG4	36001	37000	0.0110448185240429	936	622	56316	3780
GRA	AUR	LG4	36001	37000	0.0126974965731188	936	704	55444	4652
PAR	AUR	LG4	36001	37000	0.0051569014702655	936	282	54684	5412
PUN-Y	PUN-R	LG4	36001	37000	0.0041996407243773	934	346	82388	11512
PUN-Y	GRA	LG4	36001	37000	0.0122492455174862	934	828	67596	7524
PUN-Y	CAL	LG4	36001	37000	0.0030960665212006	934	210	67828	7292
PUN-Y	CLV	LG4	36001	37000	0.0358251731550035	934	1800	50244	6096
PUN-Y	ARI	LG4	36001	37000	0.0040160642570281	934	272	67728	7392
PUN-Y	AUR	LG4	36001	37000	0.0054047561854431	934	360	66608	8512
PUN-R	GRA	LG4	36001	37000	0.0129043559500175	936	884	68504	6616
PAR	PUN-Y	LG4	36001	37000	0.0055063442662197	934	368	66832	8288
PAR	PUN-R	LG4	36001	37000	0.0061249852053497	936	414	67592	7528
PAR	GRA	LG4	36001	37000	0.0126764621146643	936	704	55536	4560
PAR	CAL	LG4	36001	37000	0.0051698140303008	936	288	55708	4388
PAR	CLV	LG4	36001	37000	0.0360290556900726	936	1488	41300	3772
PAR	ARI	LG4	36001	37000	0.0048568139300618	936	270	55592	4504
LON	PAR	LG4	36001	37000	0.0051954657753233	936	286	55048	5048
LON	PUN-Y	LG4	36001	37000	0.0034283329358454	934	230	67088	8032
LON	PUN-R	LG4	36001	37000	0.0038928866344225	936	264	67816	7304
LON	GRA	LG4	36001	37000	0.0116404397499461	936	648	55668	4428
LON	CAL	LG4	36001	37000	0.002146076257243	936	120	55916	4180
LON	CLV	LG4	36001	37000	0.0352173913043478	936	1458	41400	3672
PAR	AUR	LG4	37001	38000	0.0046093569946992	843	240	52068	2204
PUN-Y	PUN-R	LG4	37001	38000	0.0055997200139993	843	448	80004	4796
PUN-Y	GRA	LG4	37001	38000	0.0097260695598645	843	632	64980	2860
PUN-Y	CAL	LG4	37001	38000	0.0053344147741452	843	342	64112	3728
PUN-Y	CLV	LG4	37001	38000	0.0302579365079365	843	1464	48384	2496
PUN-Y	ARI	LG4	37001	38000	0.0074508560558021	842	470	63080	4760
LON	PAR	LG4	37001	38000	0.0076003483492993	842	384	50524	3748
LON	PUN-Y	LG4	37001	38000	0.005774629913221	842	362	62688	5152
PUN-Y	AUR	LG4	37001	38000	0.0063808697806963	843	412	64568	3272
PUN-R	GRA	LG4	37001	38000	0.0077783179387457	843	512	65824	2016
PUN-R	CAL	LG4	37001	38000	0.0036631164193806	843	238	64972	2868
PUN-R	CLV	LG4	37001	38000	0.0284582720888453	843	1394	48984	1896
PUN-R	ARI	LG4	37001	38000	0.0068578944072148	842	438	63868	3972
PUN-R	AUR	LG4	37001	38000	0.0040423837814662	843	264	65308	2532
GRA	CAL	LG4	37001	38000	0.0089448150394178	843	472	52768	1504
GRA	CLV	LG4	37001	38000	0.0275238573581115	843	1096	39820	884
GRA	ARI	LG4	37001	38000	0.0087827426810477	842	456	51920	2352
GRA	AUR	LG4	37001	38000	0.0063286370827996	843	336	53092	1180
CAL	CLV	LG4	37001	38000	0.0295764610059051	843	1162	39288	1416
CAL	ARI	LG4	37001	38000	0.0081224617307091	842	416	51216	3056
CAL	AUR	LG4	37001	38000	0.005651443409195	843	296	52376	1896
CLV	ARI	LG4	37001	38000	0.0297219063372273	842	1150	38692	2012
CLV	AUR	LG4	37001	38000	0.0268055836536516	843	1060	39544	1160
ARI	AUR	LG4	37001	38000	0.0053521563760471	842	276	51568	2704
LON	ARI	LG4	37001	38000	0.0084373000639795	841	422	50016	4256
LON	AUR	LG4	37001	38000	0.0056689342403628	842	290	51156	3116
PAR	PUN-Y	LG4	37001	38000	0.0080321285140562	843	512	63744	4096
PAR	PUN-R	LG4	37001	38000	0.0060741291682161	843	392	64536	3304
PAR	GRA	LG4	37001	38000	0.0079310607793792	843	416	52452	1820
PAR	CAL	LG4	37001	38000	0.0072642967542503	843	376	51760	2512
LON	CAL	LG4	37001	38000	0.0020427404148334	842	104	50912	3360
LON	CLV	LG4	37001	38000	0.0304356889722743	842	1168	38376	2328
PAR	CLV	LG4	37001	38000	0.0286708990374769	843	1120	39064	1640
PAR	ARI	LG4	37001	38000	0.0069694596711041	842	356	51080	3192
LON	PUN-R	LG4	37001	38000	0.0041517267408945	842	264	63588	4252
LON	GRA	LG4	37001	38000	0.0093037680260505	842	480	51592	2680
PAR	CLV	LG4	38001	39000	0.0391554883808804	961	1658	42344	4408
PAR	ARI	LG4	38001	39000	0.0076944998575092	961	432	56144	6192
PAR	AUR	LG4	38001	39000	0.0034018426647767	955	192	56440	5896
PUN-Y	PUN-R	LG4	38001	39000	0.003469911588554	971	292	84152	13248
PUN-Y	GRA	LG4	38001	39000	0.0078305594082293	972	542	69216	8704
PUN-Y	CAL	LG4	38001	39000	0.0034025475484208	969	234	68772	9148
LON	PUN-Y	LG4	38001	39000	0.0041581259150805	971	284	68300	9620
LON	PAR	LG4	38001	39000	0.0055703475336322	960	318	57088	5248
LON	PUN-R	LG4	38001	39000	0.0032879688929551	970	230	69952	7968
LON	GRA	LG4	38001	39000	0.008390196351483	971	482	57448	4888
LON	CAL	LG4	38001	39000	0.002031239055824	968	116	57108	5228
LON	CLV	LG4	38001	39000	0.0395251263469056	971	1658	41948	4804
LON	ARI	LG4	38001	39000	0.0093131966918374	971	518	55620	6716
LON	AUR	LG4	38001	39000	0.0051575931232091	957	288	55840	6496
CLV	AUR	LG4	38001	39000	0.0394800425244032	958	1634	41388	5364
ARI	AUR	LG4	38001	39000	0.0075702431212694	958	416	54952	7384
GRA	CAL	LG4	38001	39000	0.0078496178475521	969	456	58092	4244
GRA	CLV	LG4	38001	39000	0.0419508549004951	972	1796	42812	3940
GRA	ARI	LG4	38001	39000	0.010590818928875	972	598	56464	5872
GRA	AUR	LG4	38001	39000	0.0060593250193757	958	344	56772	5564
CAL	CLV	LG4	38001	39000	0.03952810678699	969	1682	42552	4200
CAL	ARI	LG4	38001	39000	0.0088738417676407	969	498	56120	6216
PUN-Y	CLV	LG4	38001	39000	0.0407252330541949	972	2062	50632	7808
PUN-Y	ARI	LG4	38001	39000	0.0075324520662141	972	506	67176	10744
PUN-Y	AUR	LG4	38001	39000	0.0046878708758604	958	316	67408	10512
PUN-R	GRA	LG4	38001	39000	0.0069198312236286	971	492	71100	6820
CAL	AUR	LG4	38001	39000	0.0048209854661467	957	272	56420	5916
CLV	ARI	LG4	38001	39000	0.0438545595203558	972	1814	41364	5388
PUN-R	CAL	LG4	38001	39000	0.0023747596969354	968	168	70744	7176
PUN-R	CLV	LG4	38001	39000	0.0398528510116492	971	2080	52192	6248
PUN-R	ARI	LG4	38001	39000	0.0081862145312591	971	562	68652	9268
PUN-R	AUR	LG4	38001	39000	0.0037982023775007	957	262	68980	8940
PAR	GRA	LG4	38001	39000	0.0064917127071823	961	376	57920	4416
PAR	CAL	LG4	38001	39000	0.0047929980550152	960	276	57584	4752
PAR	PUN-Y	LG4	38001	39000	0.0048755006094375	961	336	68916	9004
PAR	PUN-R	LG4	38001	39000	0.0040040892826716	960	282	70428	7492
LON	CAL	LG4	39001	40000	0.001722949689869	934	100	58040	3016
LON	CLV	LG4	39001	40000	0.0374581939799331	936	1568	41860	3932
LON	ARI	LG4	39001	40000	0.0079511571773392	936	448	56344	4712
LON	AUR	LG4	39001	40000	0.005254788079928	936	304	57852	3204
PAR	PUN-Y	LG4	39001	40000	0.004962431310979	947	354	71336	4984
PAR	PUN-R	LG4	39001	40000	0.0046649703138252	947	330	70740	5580
PAR	GRA	LG4	39001	40000	0.0063411540900443	947	360	56772	4284
PAR	CAL	LG4	39001	40000	0.0048671951049923	940	280	57528	3528
LON	PAR	LG4	39001	40000	0.0054283527037372	936	312	57476	3580
LON	PUN-Y	LG4	39001	40000	0.0045940527898429	936	330	71832	4488
LON	PUN-R	LG4	39001	40000	0.0039564509792917	936	282	71276	5044
LON	GRA	LG4	39001	40000	0.0081181328294492	936	464	57156	3900
CAL	AUR	LG4	39001	40000	0.0046977547495682	940	272	57900	3156
CLV	ARI	LG4	39001	40000	0.0401516624538207	947	1652	41144	4648
CLV	AUR	LG4	39001	40000	0.0370969276134309	947	1560	42052	3740
ARI	AUR	LG4	39001	40000	0.0056934719569983	947	322	56556	4500
GRA	ARI	LG4	39001	40000	0.0088514526375901	947	496	56036	5020
GRA	AUR	LG4	39001	40000	0.0058753584668112	947	336	57188	3868
CAL	CLV	LG4	39001	40000	0.0365423146646312	940	1532	41924	3868
CAL	ARI	LG4	39001	40000	0.007369092326224	940	416	56452	4604
PAR	CLV	LG4	39001	40000	0.0374880153403643	947	1564	41720	4072
PAR	ARI	LG4	39001	40000	0.0061323445521962	947	344	56096	4960
PAR	AUR	LG4	39001	40000	0.0034756012790212	947	200	57544	3512
PUN-Y	PUN-R	LG4	39001	40000	0.0041406462123269	947	366	88392	7008
PUN-Y	GRA	LG4	39001	40000	0.0076649946457757	947	544	70972	5348
PUN-Y	CAL	LG4	39001	40000	0.003723670316234	940	268	71972	4348
PUN-Y	CLV	LG4	39001	40000	0.0379596223228678	947	1978	52108	5132
PUN-Y	ARI	LG4	39001	40000	0.0063912348778817	947	448	70096	6224
PUN-Y	AUR	LG4	39001	40000	0.0047335300996825	947	340	71828	4492
PUN-R	GRA	LG4	39001	40000	0.0073943461691598	947	520	70324	5996
PUN-R	CAL	LG4	39001	40000	0.0031104634870817	940	222	71372	4948
PUN-R	CLV	LG4	39001	40000	0.0374544891161205	947	1934	51636	5604
PUN-R	ARI	LG4	39001	40000	0.0069688417900132	947	484	69452	6868
PUN-R	AUR	LG4	39001	40000	0.0044921107305295	947	320	71236	5084
GRA	CAL	LG4	39001	40000	0.0075413728091613	940	432	57284	3772
GRA	CLV	LG4	39001	40000	0.039136302294197	947	1624	41496	4296
PUN-R	ARI	LG4	40001	41000	0.0123784996261526	750	596	48148	13932
PUN-R	AUR	LG4	40001	41000	0.0114790119715108	765	606	52792	9288
GRA	CAL	LG4	40001	41000	0.0195316159250585	744	834	42700	6964
GRA	CLV	LG4	40001	41000	0.0439674315321983	682	1188	27020	10228
PAR	CLV	LG4	40001	41000	0.0452519975414874	672	1178	26032	11216
PAR	ARI	LG4	40001	41000	0.0134397312053758	739	512	38096	11568
PAR	AUR	LG4	40001	41000	0.0125638005496662	753	512	40752	8912
PUN-Y	PUN-R	LG4	40001	41000	0.0096778183167398	770	626	64684	12916
PUN-Y	GRA	LG4	40001	41000	0.0167304747320061	769	874	52240	9840
PUN-Y	CAL	LG4	40001	41000	0.0104254828037239	745	542	51988	10092
PUN-Y	CLV	LG4	40001	41000	0.0465334166146158	682	1490	32020	14540
PUN-Y	ARI	LG4	40001	41000	0.0124756829907806	750	590	47292	14788
CAL	AUR	LG4	40001	41000	0.0150892942412377	740	632	41884	7780
CLV	ARI	LG4	40001	41000	0.0459600915930651	679	1124	24456	12792
CLV	AUR	LG4	40001	41000	0.0445267614151799	682	1178	26456	10792
ARI	AUR	LG4	40001	41000	0.0112121525266094	748	434	38708	10956
PUN-Y	AUR	LG4	40001	41000	0.0125097427903351	765	642	51320	10760
PUN-R	GRA	LG4	40001	41000	0.0155948314272983	769	840	53864	8216
PUN-R	CAL	LG4	40001	41000	0.0088584884503251	745	474	53508	8572
PUN-R	CLV	LG4	40001	41000	0.0448802002622481	682	1506	33556	13004
LON	PAR	LG4	40001	41000	0.0155005278817544	741	646	41676	7988
LON	PUN-Y	LG4	40001	41000	0.00995684106913	757	526	52828	9252
LON	PUN-R	LG4	40001	41000	0.0085682900036616	757	468	54620	7460
LON	GRA	LG4	40001	41000	0.0176649185757659	756	768	43476	6188
LON	CAL	LG4	40001	41000	0.0067211625794732	745	296	44040	5624
LON	CLV	LG4	40001	41000	0.0466263995285798	680	1266	27152	10096
LON	ARI	LG4	40001	41000	0.0143716236876974	737	564	39244	10420
LON	AUR	LG4	40001	41000	0.0135046422207633	752	576	42652	7012
PAR	PUN-Y	LG4	40001	41000	0.0143475472907983	754	716	49904	12176
PAR	PUN-R	LG4	40001	41000	0.0136110457362516	754	694	50988	11092
PAR	GRA	LG4	40001	41000	0.0173427112438577	753	720	41516	8148
PAR	CAL	LG4	40001	41000	0.0170322204968944	729	702	41216	8448
GRA	ARI	LG4	40001	41000	0.0153807106598984	749	606	39400	10264
GRA	AUR	LG4	40001	41000	0.0134620740878284	765	580	43084	6580
CAL	CLV	LG4	40001	41000	0.0476513098464317	670	1266	26568	10680
CAL	ARI	LG4	40001	41000	0.0161057195952921	725	624	38744	10920
PAR	CLV	LG4	41001	42000	0.0530250945342042	586	1234	23272	19880
PAR	ARI	LG4	41001	42000	0.0098899877764196	737	356	35996	21540
PAR	AUR	LG4	41001	42000	0.008	787	272	34000	23536
PUN-Y	PUN-R	LG4	41001	42000	0.0057354522643087	891	384	66952	22948
PUN-Y	GRA	LG4	41001	42000	0.0089745868135773	768	404	45016	26904
PUN-Y	CAL	LG4	41001	42000	0.005741303613644	892	340	59220	12700
PUN-Y	CLV	LG4	41001	42000	0.0474733003386298	603	1458	30712	23228
PUN-Y	ARI	LG4	41001	42000	0.0068123393316195	748	318	46680	25240
LON	CAL	LG4	41001	42000	0.004155227424501	896	224	53908	3628
LON	CLV	LG4	41001	42000	0.0461332914177931	604	1174	25448	17704
LON	ARI	LG4	41001	42000	0.007029702970297	749	284	40400	17136
LON	AUR	LG4	41001	42000	0.0054398507926639	808	210	38604	18932
PAR	PUN-Y	LG4	41001	42000	0.0087682320209088	816	416	47444	24476
PAR	PUN-R	LG4	41001	42000	0.0082945408379179	819	392	47260	24660
PAR	GRA	LG4	41001	42000	0.0099787435049598	753	338	33872	23664
PAR	CAL	LG4	41001	42000	0.0076189539913488	820	310	40688	16848
LON	PAR	LG4	41001	42000	0.0084835630965005	820	352	41492	16044
LON	PUN-Y	LG4	41001	42000	0.0054387721054387	892	326	59940	11980
LON	PUN-R	LG4	41001	42000	0.0051333333333333	895	308	60000	11920
LON	GRA	LG4	41001	42000	0.0078583403185247	772	300	38176	19360
PUN-Y	AUR	LG4	41001	42000	0.0070909413224605	805	320	45128	26792
PUN-R	GRA	LG4	41001	42000	0.007991692252122	771	354	44296	27624
PUN-R	CAL	LG4	41001	42000	0.005450605999052	895	322	59076	12844
PUN-R	CLV	LG4	41001	42000	0.047482685135855	604	1426	30032	23908
PUN-R	ARI	LG4	41001	42000	0.007729049066435	748	356	46060	25860
PUN-R	AUR	LG4	41001	42000	0.0054667028101563	807	242	44268	27652
GRA	CAL	LG4	41001	42000	0.0066752109366655	772	250	37452	20084
GRA	CLV	LG4	41001	42000	0.0476110645431684	562	1136	23860	19292
GRA	ARI	LG4	41001	42000	0.0102186311787072	706	344	33664	23872
GRA	AUR	LG4	41001	42000	0.0074859264582584	763	250	33396	24140
CAL	CLV	LG4	41001	42000	0.0453892788768347	604	1138	25072	18080
CAL	ARI	LG4	41001	42000	0.0064451158106747	749	256	39720	17816
CAL	AUR	LG4	41001	42000	0.0051198142088039	808	194	37892	19644
CLV	ARI	LG4	41001	42000	0.0547445255474452	542	1260	23016	20136
CLV	AUR	LG4	41001	42000	0.0500778412039439	582	1158	23124	20028
ARI	AUR	LG4	41001	42000	0.0088417847523129	728	302	34156	23380
PUN-Y	AUR	LG4	42001	43000	0.0049695415197178	965	372	74856	2584
PUN-R	GRA	LG4	42001	43000	0.0062493379938565	963	472	75528	1912
PUN-R	CAL	LG4	42001	43000	0.0026563568460365	965	202	76044	1396
PUN-R	CLV	LG4	42001	43000	0.0294222285470328	965	1654	56216	1864
GRA	ARI	LG4	42001	43000	0.006098773616175	963	368	60340	1612
GRA	AUR	LG4	42001	43000	0.0058370920668612	963	352	60304	1648
CAL	CLV	LG4	42001	43000	0.0309609794767902	965	1406	45412	1052
CAL	ARI	LG4	42001	43000	0.0077672459189046	965	472	60768	1184
PUN-Y	GRA	LG4	42001	43000	0.0066992769034453	963	504	75232	2208
PUN-Y	CAL	LG4	42001	43000	0.0028767484824491	965	218	75780	1660
PUN-Y	CLV	LG4	42001	43000	0.029968566938134	965	1678	55992	2088
PUN-Y	ARI	LG4	42001	43000	0.0058437399935959	965	438	74952	2488
PAR	PUN-Y	LG4	42001	43000	0.0067614891439038	965	502	74244	3196
PAR	PUN-R	LG4	42001	43000	0.0059319304273137	965	442	74512	2928
PAR	GRA	LG4	42001	43000	0.0078908653203156	963	472	59816	2136
PAR	CAL	LG4	42001	43000	0.0077081533656721	965	464	60196	1756
PAR	CLV	LG4	42001	43000	0.0294461427800755	965	1310	44488	1976
PAR	ARI	LG4	42001	43000	0.006987838473426	965	416	59532	2420
PAR	AUR	LG4	42001	43000	0.0060159978490287	965	358	59508	2444
PUN-Y	PUN-R	LG4	42001	43000	0.0029004052036681	965	272	93780	3020
LON	PAR	LG4	42001	43000	0.0070841408808394	965	424	59852	2100
LON	PUN-Y	LG4	42001	43000	0.0028677642060541	965	216	75320	2120
LON	PUN-R	LG4	42001	43000	0.0025398169215302	965	192	75596	1844
LON	GRA	LG4	42001	43000	0.0073873755029351	963	448	60644	1308
LON	CAL	LG4	42001	43000	0.0015064186533927	965	92	61072	880
LON	CLV	LG4	42001	43000	0.0304937505540289	965	1376	45124	1340
LON	ARI	LG4	42001	43000	0.0071523178807947	965	432	60400	1552
LON	AUR	LG4	42001	43000	0.005071599045346	965	306	60336	1616
CAL	AUR	LG4	42001	43000	0.0059315890067883	965	360	60692	1260
CLV	ARI	LG4	42001	43000	0.0287750556792873	965	1292	44900	1564
CLV	AUR	LG4	42001	43000	0.0293409435476678	965	1316	44852	1612
ARI	AUR	LG4	42001	43000	0.0058968550106609	965	354	60032	1920
PUN-R	ARI	LG4	42001	43000	0.0059564963037813	965	448	75212	2228
PUN-R	AUR	LG4	42001	43000	0.0041533546325878	965	312	75120	2320
GRA	CAL	LG4	42001	43000	0.0079989509572515	963	488	61008	944
GRA	CLV	LG4	42001	43000	0.0294456762749445	963	1328	45100	1364
PUN-Y	GRA	LG4	43001	44000	0.0060492621527777	969	446	73728	4032
PUN-Y	CAL	LG4	43001	44000	0.0024069666810904	969	178	73952	3808
PUN-Y	CLV	LG4	43001	44000	0.025704989154013	969	1422	55320	3000
PUN-Y	ARI	LG4	43001	44000	0.0043354187246185	969	316	72888	4872
LON	CAL	LG4	43001	44000	0.0012376237623762	969	74	59792	2416
LON	CLV	LG4	43001	44000	0.0251988204807434	969	1128	44764	1892
LON	ARI	LG4	43001	44000	0.0048879837067209	969	288	58920	3288
LON	AUR	LG4	43001	44000	0.0024270230733426	969	146	60156	2052
PUN-R	ARI	LG4	43001	44000	0.0051864388273188	969	380	73268	4492
PUN-R	AUR	LG4	43001	44000	0.0027284399743205	969	204	74768	2992
GRA	CAL	LG4	43001	44000	0.0053594158236752	969	320	59708	2500
GRA	CLV	LG4	43001	44000	0.022422126745435	969	1002	44688	1968
PAR	CLV	LG4	43001	44000	0.0254726191532794	969	1148	45068	1588
PAR	ARI	LG4	43001	44000	0.0055297053071683	969	328	59316	2892
PAR	AUR	LG4	43001	44000	0.0033025099075297	969	200	60560	1648
PUN-Y	PUN-R	LG4	43001	44000	0.0030935471221297	969	284	91804	5396
CAL	AUR	LG4	43001	44000	0.0022573363431151	969	136	60248	1960
CLV	ARI	LG4	43001	44000	0.0263658602881217	969	1164	44148	2508
CLV	AUR	LG4	43001	44000	0.0247559893522626	969	1116	45080	1576
ARI	AUR	LG4	43001	44000	0.0051542918744104	969	306	59368	2840
PUN-Y	AUR	LG4	43001	44000	0.0032797462229152	969	244	74396	3364
PUN-R	GRA	LG4	43001	44000	0.0062361643539765	969	462	74084	3676
PUN-R	CAL	LG4	43001	44000	0.0020990312163616	969	156	74320	3440
PUN-R	CLV	LG4	43001	44000	0.0257858016255484	969	1434	55612	2708
GRA	ARI	LG4	43001	44000	0.0066603235014272	969	392	58856	3352
GRA	AUR	LG4	43001	44000	0.0054604781247919	969	328	60068	2140
CAL	CLV	LG4	43001	44000	0.0247789981248325	969	1110	44796	1860
CAL	ARI	LG4	43001	44000	0.0044748796528578	969	264	58996	3212
PAR	PUN-Y	LG4	43001	44000	0.0034716615533667	969	258	74316	3444
PAR	PUN-R	LG4	43001	44000	0.0032387580299785	969	242	74720	3040
PAR	GRA	LG4	43001	44000	0.0063948840927258	969	384	60048	2160
PAR	CAL	LG4	43001	44000	0.002392026578073	969	144	60200	2008
LON	PAR	LG4	43001	44000	0.0027942252677799	969	168	60124	2084
LON	PUN-Y	LG4	43001	44000	0.0028165962517603	969	208	73848	3912
LON	PUN-R	LG4	43001	44000	0.0023981461521879	969	178	74224	3536
LON	GRA	LG4	43001	44000	0.0057718120805369	969	344	59600	2608
GRA	CLV	LG4	44001	45000	0.0252694822406785	995	1144	45272	2680
GRA	CAL	LG4	44001	45000	0.0092488604082711	996	560	60548	3388
PAR	GRA	LG4	44001	45000	0.0069471752523266	996	424	61032	2904
PAR	CAL	LG4	44001	45000	0.0066837035580892	996	408	61044	2892
GRA	ARI	LG4	44001	45000	0.0075143365631797	996	456	60684	3252
GRA	AUR	LG4	44001	45000	0.0051539579754195	996	312	60536	3400
CAL	CLV	LG4	44001	45000	0.025002208675678	995	1132	45276	2676
CAL	ARI	LG4	44001	45000	0.0072487644151565	996	440	60700	3236
PUN-Y	GRA	LG4	44001	45000	0.0079444944653355	996	600	75524	4396
PUN-Y	CAL	LG4	44001	45000	0.0040799025062258	996	308	75492	4428
PUN-Y	AUR	LG4	44001	45000	0.0038369939137337	996	290	75580	4340
PUN-R	GRA	LG4	44001	45000	0.0075540926995089	996	560	74132	5788
PUN-R	CAL	LG4	44001	45000	0.0027539283978616	996	204	74076	5844
PUN-R	CLV	LG4	44001	45000	0.0236462093862815	995	1310	55400	4540
PAR	PUN-Y	LG4	44001	45000	0.0053901977282288	996	410	76064	3856
PAR	PUN-R	LG4	44001	45000	0.0049557996249665	996	370	74660	5260
LON	ARI	LG4	44001	45000	0.0067484264486405	996	416	61644	2292
LON	AUR	LG4	44001	45000	0.0046814044213263	996	288	61520	2416
PAR	CLV	LG4	44001	45000	0.0225679228746713	995	1030	45640	2312
PAR	ARI	LG4	44001	45000	0.0049689440993788	996	304	61180	2756
PAR	AUR	LG4	44001	45000	0.0028846784239166	996	176	61012	2924
PUN-Y	PUN-R	LG4	44001	45000	0.0040233614536015	996	372	92460	7440
LON	PAR	LG4	44001	45000	0.0061959468181231	996	384	61976	1960
LON	PUN-Y	LG4	44001	45000	0.0040145985401459	996	308	76720	3200
LON	PUN-R	LG4	44001	45000	0.002870050491629	996	216	75260	4660
LON	GRA	LG4	44001	45000	0.0087160140496942	996	536	61496	2440
LON	CAL	LG4	44001	45000	0.001170503316426	996	72	61512	2424
LON	CLV	LG4	44001	45000	0.0242131803164667	995	1114	46008	1944
CAL	AUR	LG4	44001	45000	0.0051536174430128	996	312	60540	3396
CLV	ARI	LG4	44001	45000	0.0232015497050277	995	1054	45428	2524
CLV	AUR	LG4	44001	45000	0.0211404360490775	995	958	45316	2636
ARI	AUR	LG4	44001	45000	0.0034262370692495	996	208	60708	3228
PUN-Y	CLV	LG4	44001	45000	0.0237285734523303	995	1340	56472	3468
PUN-Y	ARI	LG4	44001	45000	0.0052050306489114	996	394	75696	4224
PUN-R	ARI	LG4	44001	45000	0.0055217367882346	996	410	74252	5668
PUN-R	AUR	LG4	44001	45000	0.0033479129542631	996	248	74076	5844
PAR	CLV	LG4	45001	46000	0.019640387275242	691	568	28920	13416
PAR	ARI	LG4	45001	46000	0.0067425569176882	783	308	45680	10768
PAR	AUR	LG4	45001	46000	0.011911087495572	780	538	45168	11280
PUN-Y	PUN-R	LG4	45001	46000	0.0061201535000661	755	370	60456	27744
PUN-Y	GRA	LG4	45001	46000	0.0066749456690468	735	344	51536	19024
PUN-Y	CAL	LG4	45001	46000	0.004920675320268	667	232	47148	23412
CLV	AUR	LG4	45001	46000	0.0254781516124528	687	730	28652	13684
ARI	AUR	LG4	45001	46000	0.0146888631710139	778	660	44932	11516
PAR	PUN-Y	LG4	45001	46000	0.0062532961651472	754	332	53092	17468
PAR	PUN-R	LG4	45001	46000	0.0068444374109827	772	346	50552	20008
GRA	ARI	LG4	45001	46000	0.0069348127600554	741	300	43260	13188
GRA	AUR	LG4	45001	46000	0.0143527204502814	740	612	42640	13808
CAL	CLV	LG4	45001	46000	0.0225655127790359	617	558	24728	17608
CAL	ARI	LG4	45001	46000	0.0071006530527625	677	274	38588	17860
GRA	CAL	LG4	45001	46000	0.0062886489885756	661	240	38164	18284
GRA	CLV	LG4	45001	46000	0.0185863137144466	689	528	28408	13928
PUN-Y	CLV	LG4	45001	46000	0.021624780829924	683	740	34220	18700
PUN-Y	ARI	LG4	45001	46000	0.0070935437371974	753	374	52724	17836
LON	CAL	LG4	45001	46000	0.0012282497441146	683	48	39080	17368
LON	CLV	LG4	45001	46000	0.0203513909224011	677	556	27320	15016
LON	ARI	LG4	45001	46000	0.0064506880733944	736	270	41856	14592
LON	AUR	LG4	45001	46000	0.0136217166292354	732	558	40964	15484
PAR	GRA	LG4	45001	46000	0.0055963302752293	743	244	43600	12848
PAR	CAL	LG4	45001	46000	0.0065647758744486	679	256	38996	17452
LON	PAR	LG4	45001	46000	0.0053926206244087	737	228	42280	14168
LON	PUN-Y	LG4	45001	46000	0.004509493670886	732	228	50560	20000
